domain,side,role,stem,ext,source_path
RainCityscapes,target,trainB,0188,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0188.png
RainCityscapes,target,trainB,0995,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0995.png
RainCityscapes,target,trainB,0276,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0276.png
RainCityscapes,target,trainB,0931,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0931.png
RainCityscapes,target,trainB,1043,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/1043.png
RainCityscapes,target,trainB,0582,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0582.png
RainCityscapes,target,trainB,0986,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0986.png
RainCityscapes,target,trainB,0472,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0472.png
RainCityscapes,target,trainB,0010,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0010.png
RainCityscapes,target,trainB,0641,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0641.png
RainCityscapes,target,trainB,0795,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0795.png
RainCityscapes,target,trainB,0846,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0846.png
RainCityscapes,target,trainB,0208,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0208.png
RainCityscapes,target,trainB,0430,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0430.png
RainCityscapes,target,trainB,0750,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0750.png
RainCityscapes,target,trainB,0212,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0212.png
RainCityscapes,target,trainB,0546,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0546.png
RainCityscapes,target,trainB,1185,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/1185.png
RainCityscapes,input,discovery,0175,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0175.png
RainCityscapes,input,discovery,0123,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0123.png
RainCityscapes,input,discovery,0479,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0479.png
RainCityscapes,input,discovery,0016,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0016.png
RainCityscapes,input,discovery,1049,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/1049.png
RainCityscapes,input,discovery,0696,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0696.png
RainCityscapes,input,discovery,0348,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0348.png
RainCityscapes,input,discovery,0250,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0250.png
RainCityscapes,input,discovery,1040,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/1040.png
RainCityscapes,input,discovery,0971,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0971.png
RainCityscapes,input,discovery,0977,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0977.png
RainCityscapes,input,discovery,1005,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/1005.png
RainCityscapes,input,discovery,1075,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/1075.png
RainCityscapes,input,discovery,0537,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0537.png
RainCityscapes,input,discovery,0612,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0612.png
RainCityscapes,input,discovery,0243,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0243.png
RainCityscapes,input,discovery,0642,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0642.png
RainCityscapes,input,discovery,0079,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0079.png
RainCityscapes,input,discovery,0443,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0443.png
RainCityscapes,input,discovery,0439,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0439.png
RainCityscapes,input,discovery,0771,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0771.png
RainCityscapes,input,discovery,0497,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0497.png
RainCityscapes,input,discovery,0310,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0310.png
RainCityscapes,input,discovery,1073,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/1073.png
RainCityscapes,input,discovery,1112,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/1112.png
RainCityscapes,input,discovery,1019,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/1019.png
RainCityscapes,input,discovery,0896,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0896.png
RainCityscapes,input,discovery,1021,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/1021.png
RainCityscapes,input,discovery,1054,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/1054.png
RainCityscapes,input,discovery,0370,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0370.png
RainCityscapes,input,discovery,0116,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0116.png
RainCityscapes,input,discovery,0812,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0812.png
RainCityscapes,input,discovery,0784,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0784.png
RainCityscapes,input,discovery,0285,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0285.png
RainCityscapes,input,discovery,1047,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/1047.png
RainCityscapes,input,discovery,0260,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0260.png
RainCityscapes,input,discovery,0730,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0730.png
RainCityscapes,input,discovery,0910,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0910.png
RainCityscapes,input,discovery,0276,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0276.png
RainCityscapes,input,discovery,0208,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0208.png
RainCityscapes,input,discovery,0491,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0491.png
RainCityscapes,input,discovery,0486,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0486.png
RainCityscapes,input,discovery,0763,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0763.png
RainCityscapes,input,discovery,0735,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0735.png
RainCityscapes,input,discovery,0820,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0820.png
RainCityscapes,input,discovery,0843,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0843.png
RainCityscapes,input,discovery,1078,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/1078.png
RainCityscapes,input,discovery,0466,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0466.png
RainCityscapes,input,discovery,0643,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0643.png
RainCityscapes,input,discovery,1087,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/1087.png
RainCityscapes,input,discovery,0823,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0823.png
RainCityscapes,input,discovery,0158,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0158.png
RainCityscapes,input,discovery,0013,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0013.png
RainCityscapes,input,discovery,0441,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0441.png
RainCityscapes,input,discovery,0040,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0040.png
RainCityscapes,input,discovery,0468,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0468.png
RainCityscapes,input,discovery,0640,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0640.png
RainCityscapes,input,discovery,0063,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0063.png
RainCityscapes,input,discovery,0029,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0029.png
RainCityscapes,input,discovery,0708,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0708.png
RainCityscapes,input,discovery,0666,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0666.png
RainCityscapes,input,discovery,0773,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0773.png
RainCityscapes,input,discovery,0655,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0655.png
RainCityscapes,input,discovery,0082,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0082.png
RainCityscapes,input,discovery,0030,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0030.png
RainCityscapes,input,discovery,0677,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0677.png
RainCityscapes,input,discovery,1060,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/1060.png
RainCityscapes,input,discovery,0867,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0867.png
RainCityscapes,input,discovery,0015,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0015.png
RainCityscapes,input,discovery,0967,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0967.png
RainCityscapes,input,discovery,0275,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0275.png
RainCityscapes,input,discovery,1188,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/1188.png
RainCityscapes,input,discovery,1136,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/1136.png
RainCityscapes,input,discovery,1017,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/1017.png
RainCityscapes,input,discovery,0946,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0946.png
RainCityscapes,input,discovery,0046,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0046.png
RainCityscapes,input,discovery,0908,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0908.png
RainCityscapes,input,discovery,0595,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0595.png
RainCityscapes,input,discovery,1083,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/1083.png
RainCityscapes,input,discovery,0600,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0600.png
RainCityscapes,target,discovery_target,0706,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0706.png
RainCityscapes,target,discovery_target,0302,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0302.png
RainCityscapes,target,discovery_target,0741,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0741.png
RainCityscapes,target,discovery_target,0011,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0011.png
RainCityscapes,target,discovery_target,0745,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0745.png
RainCityscapes,target,discovery_target,0859,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0859.png
RainCityscapes,target,discovery_target,0318,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0318.png
RainCityscapes,target,discovery_target,0162,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0162.png
RainCityscapes,target,discovery_target,0134,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0134.png
RainCityscapes,target,discovery_target,0389,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0389.png
RainCityscapes,target,discovery_target,0895,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0895.png
RainCityscapes,target,discovery_target,0718,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0718.png
RainCityscapes,target,discovery_target,0980,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0980.png
RainCityscapes,target,discovery_target,0428,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0428.png
RainCityscapes,target,discovery_target,0181,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0181.png
RainCityscapes,target,discovery_target,0977,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0977.png
RainCityscapes,target,discovery_target,0037,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0037.png
RainCityscapes,target,discovery_target,0805,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0805.png
RainCityscapes,target,discovery_target,0515,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0515.png
RainCityscapes,target,discovery_target,0763,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0763.png
RainCityscapes,target,discovery_target,0531,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0531.png
RainCityscapes,target,discovery_target,0924,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0924.png
RainCityscapes,target,discovery_target,1120,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/1120.png
RainCityscapes,target,discovery_target,0244,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0244.png
RainCityscapes,target,discovery_target,0978,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0978.png
RainCityscapes,target,discovery_target,0884,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0884.png
RainCityscapes,target,discovery_target,0963,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0963.png
RainCityscapes,target,discovery_target,0444,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0444.png
RainCityscapes,target,discovery_target,0347,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0347.png
RainCityscapes,target,discovery_target,1103,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/1103.png
RainCityscapes,target,discovery_target,0239,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0239.png
RainCityscapes,target,discovery_target,0900,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0900.png
RainCityscapes,target,discovery_target,0004,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0004.png
RainCityscapes,target,discovery_target,1032,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/1032.png
RainCityscapes,target,discovery_target,0341,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0341.png
RainCityscapes,target,discovery_target,0339,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0339.png
RainCityscapes,target,discovery_target,0112,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0112.png
RainCityscapes,target,discovery_target,1162,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/1162.png
RainCityscapes,target,discovery_target,0418,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0418.png
RainCityscapes,target,discovery_target,0175,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0175.png
RainCityscapes,target,discovery_target,1139,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/1139.png
RainCityscapes,target,discovery_target,0413,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0413.png
RainCityscapes,target,discovery_target,0736,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0736.png
RainCityscapes,target,discovery_target,0039,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0039.png
RainCityscapes,target,discovery_target,0543,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0543.png
RainCityscapes,target,discovery_target,0360,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0360.png
RainCityscapes,target,discovery_target,0288,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0288.png
RainCityscapes,target,discovery_target,0485,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0485.png
RainCityscapes,target,discovery_target,0195,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0195.png
RainCityscapes,target,discovery_target,0026,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0026.png
RainCityscapes,target,discovery_target,0719,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0719.png
RainCityscapes,target,discovery_target,0403,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0403.png
RainCityscapes,target,discovery_target,0845,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0845.png
RainCityscapes,target,discovery_target,0761,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0761.png
RainCityscapes,target,discovery_target,0234,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0234.png
RainCityscapes,target,discovery_target,0634,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0634.png
RainCityscapes,target,discovery_target,0046,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0046.png
RainCityscapes,target,discovery_target,1151,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/1151.png
RainCityscapes,target,discovery_target,0182,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0182.png
RainCityscapes,target,discovery_target,0936,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0936.png
RainCityscapes,target,discovery_target,0720,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0720.png
RainCityscapes,target,discovery_target,0866,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0866.png
RainCityscapes,target,discovery_target,0009,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0009.png
RainCityscapes,target,discovery_target,1073,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/1073.png
RainCityscapes,target,discovery_target,0620,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0620.png
RainCityscapes,target,discovery_target,0752,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0752.png
RainCityscapes,target,discovery_target,0523,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0523.png
RainCityscapes,target,discovery_target,0089,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0089.png
RainCityscapes,target,discovery_target,0375,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0375.png
RainCityscapes,target,discovery_target,0654,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0654.png
RainCityscapes,target,discovery_target,0840,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0840.png
RainCityscapes,target,discovery_target,0877,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0877.png
RainCityscapes,target,discovery_target,0878,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0878.png
RainCityscapes,target,discovery_target,0410,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0410.png
RainCityscapes,target,discovery_target,0806,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0806.png
RainCityscapes,target,discovery_target,1016,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/1016.png
RainCityscapes,target,discovery_target,1020,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/1020.png
RainCityscapes,target,discovery_target,1034,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/1034.png
RainCityscapes,target,discovery_target,0953,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0953.png
RainCityscapes,target,discovery_target,0808,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/target/0808.png
RainCityscapes,input,sealed,0852,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0852.png
RainCityscapes,input,sealed,0377,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0377.png
RainCityscapes,input,sealed,0316,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0316.png
RainCityscapes,input,sealed,1050,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/1050.png
RainCityscapes,input,sealed,1055,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/1055.png
RainCityscapes,input,sealed,0106,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0106.png
RainCityscapes,input,sealed,0388,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0388.png
RainCityscapes,input,sealed,0879,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0879.png
RainCityscapes,input,sealed,0378,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0378.png
RainCityscapes,input,sealed,0592,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0592.png
RainCityscapes,input,sealed,1143,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/1143.png
RainCityscapes,input,sealed,0552,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0552.png
RainCityscapes,input,sealed,0234,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0234.png
RainCityscapes,input,sealed,0325,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0325.png
RainCityscapes,input,sealed,0292,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0292.png
RainCityscapes,input,sealed,0022,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0022.png
RainCityscapes,input,sealed,0689,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0689.png
RainCityscapes,input,sealed,1033,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/1033.png
RainCityscapes,input,sealed,0762,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0762.png
RainCityscapes,input,sealed,0970,png,/home/yc/UNSB_C21/dataset_all/RainCityscapes/input/0970.png
RSCityscapes,input,trainA,0041,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0041.png
RSCityscapes,input,trainA,0566,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0566.png
RSCityscapes,input,trainA,0559,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0559.png
RSCityscapes,input,trainA,0991,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0991.png
RSCityscapes,input,trainA,0250,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0250.png
RSCityscapes,input,trainA,0932,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0932.png
RSCityscapes,input,trainA,0698,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0698.png
RSCityscapes,input,trainA,0897,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0897.png
RSCityscapes,input,trainA,1070,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/1070.png
RSCityscapes,input,trainA,0477,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0477.png
RSCityscapes,input,trainA,0259,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0259.png
RSCityscapes,input,trainA,0305,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0305.png
RSCityscapes,input,trainA,0339,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0339.png
RSCityscapes,input,trainA,0110,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0110.png
RSCityscapes,input,trainA,1064,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/1064.png
RSCityscapes,input,trainA,1003,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/1003.png
RSCityscapes,input,trainA,1067,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/1067.png
RSCityscapes,input,trainA,0537,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0537.png
RSCityscapes,input,trainA,0257,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0257.png
RSCityscapes,input,trainA,0844,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0844.png
RSCityscapes,input,trainA,0711,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0711.png
RSCityscapes,input,trainA,0677,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0677.png
RSCityscapes,input,trainA,0655,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0655.png
RSCityscapes,input,trainA,1168,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/1168.png
RSCityscapes,input,trainA,1132,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/1132.png
RSCityscapes,input,trainA,0507,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0507.png
RSCityscapes,input,trainA,0175,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0175.png
RSCityscapes,input,trainA,0371,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0371.png
RSCityscapes,input,trainA,0515,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0515.png
RSCityscapes,input,trainA,0043,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0043.png
RSCityscapes,input,trainA,0233,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0233.png
RSCityscapes,input,trainA,0879,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0879.png
RSCityscapes,input,trainA,1128,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/1128.png
RSCityscapes,input,trainA,0781,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0781.png
RSCityscapes,input,trainA,0307,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0307.png
RSCityscapes,input,trainA,0557,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0557.png
RSCityscapes,input,trainA,0565,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0565.png
RSCityscapes,input,trainA,0084,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0084.png
RSCityscapes,input,trainA,0772,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0772.png
RSCityscapes,input,trainA,0611,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0611.png
RSCityscapes,input,trainA,1178,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/1178.png
RSCityscapes,input,trainA,0941,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0941.png
RSCityscapes,input,trainA,0833,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0833.png
RSCityscapes,input,trainA,0188,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0188.png
RSCityscapes,input,trainA,1048,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/1048.png
RSCityscapes,input,trainA,1021,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/1021.png
RSCityscapes,input,trainA,0400,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0400.png
RSCityscapes,input,trainA,0688,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0688.png
RSCityscapes,input,trainA,0604,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0604.png
RSCityscapes,input,trainA,0802,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0802.png
RSCityscapes,input,trainA,0767,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0767.png
RSCityscapes,input,trainA,0069,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0069.png
RSCityscapes,input,trainA,0890,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0890.png
RSCityscapes,input,trainA,0099,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0099.png
RSCityscapes,input,trainA,0405,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0405.png
RSCityscapes,input,trainA,1079,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/1079.png
RSCityscapes,input,trainA,0522,png,/home/yc/UNSB_C21/dataset_all/RSCityscapes/input/0522.png
