aio_path,bytes,canonical_stem,domain,order,prior_phase_overlap,representative,role,sha256,single_path,source_path,stem
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0525.png,191374,,RainCityscapes,64,,,trainA,41301b99627ce9499bdeba4580432c4c4a8577255267660a59356ef313d2c1c5,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0525.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0525.png,0525
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0324.png,232376,,RainCityscapes,65,,,trainA,70d28597e78d30b16e4336660e8bf721a747c50ceec0011bea09645a71f5ddbf,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0324.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0324.png,0324
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0541.png,221869,,RainCityscapes,66,,,trainA,5f943e03b442f08bd39f05902941bdefee947e341c055b78db961ac609e25019,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0541.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0541.png,0541
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0752.png,242129,,RainCityscapes,67,,,trainA,da0bd0a215d7c498c5da17dc8d9f80cb5b70ecf855a8f75bc3d6bbb49e92b45b,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0752.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0752.png,0752
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__1060.png,231712,,RainCityscapes,68,,,trainA,c1ba1c428aa62958f1466fd931dc66df3b6051c6909c89b94797befc5be44f2a,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__1060.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\1060.png,1060
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__1107.png,211042,,RainCityscapes,69,,,trainA,31d0c78de90faaae364e786a20f31ce6be9e93503f66e434b353419c1462a970,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__1107.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\1107.png,1107
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0960.png,251722,,RainCityscapes,70,,,trainA,911515817b9299a0c21271c6e8056a6caad82d2f5b78b6966db35a009f79db65,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0960.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0960.png,0960
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0780.png,228376,,RainCityscapes,71,,,trainA,ddbe28f86e00597756072a62eb6156935f86684091ee338cf29df1f2253208b1,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0780.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0780.png,0780
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0407.png,246225,,RainCityscapes,72,,,trainA,9d6d2f9264fabc9e73fa4241bbd0e00e6fecb8b69c841bbda3febdcec39ff6de,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0407.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0407.png,0407
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0706.png,244314,,RainCityscapes,73,,,trainA,623c14d5935e83269da56302e335e32057780aca55f49154a530a5346aad16eb,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0706.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0706.png,0706
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0337.png,208780,,RainCityscapes,74,,,trainA,70d6fb7e9150064ae04a39393520ec7a1906d1885c2640fe5c97974a61e49ca7,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0337.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0337.png,0337
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0309.png,199041,,RainCityscapes,75,,,trainA,8ddc74e26a3bfe770e1d3913dacbb9d0003dbcca0b63b3e4792ddb4223194bd0,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0309.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0309.png,0309
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0670.png,197691,,RainCityscapes,76,,,trainA,c6447c07ba2f32c1acb96f28a30ce14de1b1a2f8663f15f3607a358f30ece90f,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0670.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0670.png,0670
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0114.png,205382,,RainCityscapes,77,,,trainA,befebc63a2de7e8b697fa58ff267778134e6edc05fefd693abc07ed818506fd7,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0114.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0114.png,0114
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__1153.png,241942,,RainCityscapes,78,,,trainA,5b87f7ac1a64b4d11b58280324da6903fdc35d28717a7ec65ef327e4e6bf5ed0,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__1153.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\1153.png,1153
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0830.png,228567,,RainCityscapes,79,,,trainA,335eac49c64a51762d60e444671b1c6fea87a60b814101224ca0f8f0c50a3c1f,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0830.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0830.png,0830
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0108.png,255602,,RainCityscapes,80,,,trainA,24090ac743b41ffc0b0092e0c76379209d505f88e95b2e40b758d7105901b3c1,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0108.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0108.png,0108
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0364.png,194287,,RainCityscapes,81,,,trainA,4f820598e3230b94e4a33a334c7ad989d185ab0ddf39a92cbfbc17e37ffd5710,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0364.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0364.png,0364
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0933.png,207025,,RainCityscapes,82,,,trainA,9f194a1c17c3cad6f3921c82c77075f35000b2ccfa596317e02afb3d4965c399,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0933.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0933.png,0933
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0411.png,201596,,RainCityscapes,83,,,trainA,71c0a64cdc006f1bd1532367f79cc7979edb37c1385f167572d0e91b15b89f37,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0411.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0411.png,0411
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0285.png,192514,,RainCityscapes,84,,,trainA,d99f2542be0172d2f5df3eb9af8ae5055b53d9717c173549527a7b816483f9a2,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0285.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0285.png,0285
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0568.png,219973,,RainCityscapes,85,,,trainA,9689842ede2d807debfd3ddea502cd8023704cf83b41562aa1af937a9d293813,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0568.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0568.png,0568
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0842.png,228811,,RainCityscapes,86,,,trainA,8a20292a623b535f7c459ce9d2b5bd3c7a53beb2d318d1b9a2303c4b3fbc3752,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0842.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0842.png,0842
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0420.png,220642,,RainCityscapes,87,,,trainA,8da54e3ba2c3b9915125022663a9660d90e82798254e4bf0e7e9edc58bac42c0,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0420.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0420.png,0420
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__1140.png,232253,,RainCityscapes,88,,,trainA,ccc256f13de851ba2a8fa799da44a7b6340bdf3581a045daf87fb9dad98188dc,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__1140.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\1140.png,1140
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0672.png,192934,,RainCityscapes,89,,,trainA,5b814e5a6a116c0b90f5818134487c9aeefe46084c192c16abdbdc58786baa7c,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0672.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0672.png,0672
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0677.png,219244,,RainCityscapes,90,,,trainA,c42ce08aeb7789655aa2555be9ddca9717911af997f1b14cd33f5425d98d4920,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0677.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0677.png,0677
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0250.png,201379,,RainCityscapes,91,,,trainA,78eb2924d2d16f5b0dcae2116188bc3f41202d747cc360ec47838279611041c4,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0250.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0250.png,0250
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0831.png,164273,,RainCityscapes,92,,,trainA,b2f3ad03acad8ae0104b4e20cd4faaab92f6728acdc2cdacd80c8ee1c62c28b9,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0831.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0831.png,0831
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0855.png,224759,,RainCityscapes,93,,,trainA,455105d5e28e3880eb4bcba2ca354d9350a023d1239e6f6b62d342e85034d00e,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0855.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0855.png,0855
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0389.png,189287,,RainCityscapes,94,,,trainA,29ee98e2026736a52c4c6d2746ed9bd981e77805c923b5507253aa02831d9490,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0389.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0389.png,0389
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0313.png,180236,,RainCityscapes,95,,,trainA,1ed471425353d870bc91166b48e2567d5984c1c7f7bb380afc8da715e76b4806,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0313.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0313.png,0313
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0628.png,166250,,RainCityscapes,96,,,trainA,c60d57ae8d7554d9251fdea43b65fd1673c4b3eeec05efa0d97adb0a3fa20122,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0628.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0628.png,0628
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0904.png,207012,,RainCityscapes,97,,,trainA,207efb8da77b4944d333eb6c4edbcbe1adf71f85fdaa1aedd800112285f865ff,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0904.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0904.png,0904
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0820.png,221918,,RainCityscapes,98,,,trainA,20a68192e3c15cfd052a885d8df8cef73b8fb3688005d515b667daa564b1075f,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0820.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0820.png,0820
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__1053.png,208402,,RainCityscapes,99,,,trainA,eb5f93dbc7a0a6b8a1e86bec2036307ceaf5d51a47635abac7e434f5c104cc1c,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__1053.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\1053.png,1053
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0611.png,218840,,RainCityscapes,100,,,trainA,a19a8a392a6581f26db9de0dd818aa67bc38bcba0a35d8980541bfc287973fc0,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0611.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0611.png,0611
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0475.png,252191,,RainCityscapes,101,,,trainA,b1c559bb86e6120a2a41491390cbad0cf82f1683a4d66a6166bce1084961bb9e,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0475.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0475.png,0475
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0714.png,205342,,RainCityscapes,102,,,trainA,259864cb42b31f683800e2f9181305c4bccfe5c7b8ba564877d2f303b0806f39,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0714.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0714.png,0714
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0761.png,224877,,RainCityscapes,103,,,trainA,3df845af4bd7cf113551443dff25d1ab970334014347535f451ac0580aa3e309,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0761.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0761.png,0761
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0482.png,171596,,RainCityscapes,104,,,trainA,3c9483b62e0df9b3c89b23bf253114fd9e4dcddf690321695258a9b07638a227,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0482.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0482.png,0482
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0823.png,224604,,RainCityscapes,105,,,trainA,d0ec33c14387b0ae1754f600b874e5a69480a006676a3e336d726155297efabb,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0823.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0823.png,0823
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0244.png,189789,,RainCityscapes,106,,,trainA,bf989107ef29b647adedb67dd2283b965ea8e304edd10d7941a3b04e8ec41da4,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0244.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0244.png,0244
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__1062.png,174092,,RainCityscapes,107,,,trainA,79f3ec3a642404b29c0b300b5a3e8c34241107d199147c69db92796665469cdb,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__1062.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\1062.png,1062
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0158.png,233924,,RainCityscapes,108,,,trainA,b14e47c74c2c0af942c9dc3e3c651daeac21eb0547a1e74a5a97697fbdd57adb,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0158.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0158.png,0158
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0730.png,213187,,RainCityscapes,109,,,trainA,dd2d8a1999f0071795f13032e4b7840592f6a0b13c7752bcfb20e20327af4a59,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0730.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0730.png,0730
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__1109.png,209345,,RainCityscapes,110,,,trainA,d3dc738cf5ec4cb5d335bd00bdf8eacc449ceb42dee35e4fd6aacbedcc566602,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__1109.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\1109.png,1109
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0836.png,190641,,RainCityscapes,111,,,trainA,00504975f29f102087cbf48a368b8ef407fc52b1cc41ce46a661540f7f057586,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0836.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0836.png,0836
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0229.png,242421,,RainCityscapes,112,,,trainA,011334f7de6cc1f42df25d41bb185ad530c730f91e597f20829136dd823f67ed,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0229.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0229.png,0229
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0849.png,229538,,RainCityscapes,113,,,trainA,df5e2e98ce17d518a30cb54fda542480c51cf471cea64079aadcdf99c4d4826e,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0849.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0849.png,0849
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0638.png,222011,,RainCityscapes,114,,,trainA,d6440a0cec57e5decca1ac34dbe7874a6831cd0a16283f30fd2363d308292762,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0638.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0638.png,0638
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0186.png,214360,,RainCityscapes,115,,,trainA,8e23833cdc993c87111a39a28985590de500d2b557d1b04e9a55a33dde7a5676,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0186.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0186.png,0186
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0537.png,198357,,RainCityscapes,116,,,trainA,4e0914ea8efb3f881366679aab1f126a722bddd96c7f1e251f8375252f5fb6cd,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0537.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0537.png,0537
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__1024.png,205768,,RainCityscapes,117,,,trainA,6c4c1ed7a5650255c31cc536780e56a137100c5d8263ccfb39467ed313d5fee9,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__1024.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\1024.png,1024
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0067.png,201954,,RainCityscapes,118,,,trainA,d01d3c7f8131b3832730ec0e08218ed86be6da99d1b03aa889f9d836eb22c126,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0067.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0067.png,0067
E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\aio\trainA\RainCityscapes__0421.png,206527,,RainCityscapes,119,,,trainA,1e2b74964ac388963dc8ee8564512520fcce41d0e92c2e97e7d9ff90a92cb167,E:\UNSB_Expl\UNSB_HEADFIGURE_SIXDOMAIN_EXPANDED_20260824\data_views\single\RainCityscapes\trainA\RainCityscapes__0421.png,E:\UNSB_abl\full_dataset\RainCityscapes\input\0421.png,0421
